City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Morant Bay,JM,2022-04-05 02:25:49,17.8815,-76.4093,80.22,84,51,8.21
281,Kumbo,CM,2022-04-05 02:25:49,6.2,10.6667,64.9,73,100,3.27
282,Kasese,UG,2022-04-05 02:25:49,0.1833,30.0833,67.3,84,14,3.36
283,Belaya Gora,RU,2022-04-05 02:25:50,68.5333,146.4167,2.75,84,91,10.63
284,Paamiut,GL,2022-04-05 02:25:50,61.994,-49.6678,30.4,96,100,11.86
285,Santa Cruz,BO,2022-04-05 02:23:35,-17.8,-63.1667,74.66,88,34,4.61
286,Broome,US,2022-04-05 02:25:51,42.2506,-75.833,39.02,69,75,4.61
287,Severo-Kurilsk,RU,2022-04-05 02:25:51,50.6789,156.125,36.12,92,28,7.74
288,Mbandaka,CD,2022-04-05 02:25:52,0.0487,18.2603,69.73,95,100,3.58
289,Hualmay,PE,2022-04-05 02:25:52,-11.0964,-77.6139,69.46,83,94,10.31
290,Melilla,ES,2022-04-05 02:25:53,35.2937,-2.9383,55.78,88,75,23.02
291,Dire,ML,2022-04-05 02:25:53,12.2833,-10.9667,82.85,21,12,3.8
292,Quatre Cocos,MU,2022-04-05 02:25:54,-20.2078,57.7625,77.11,85,46,9.82
293,Thunder Bay,CA,2022-04-05 02:21:03,48.4001,-89.3168,34.29,86,100,5.75
294,Sobolevo,RU,2022-04-05 02:25:55,54.4299,31.8996,29.14,88,96,15.28
295,Conde,BR,2022-04-05 02:25:55,-7.2597,-34.9075,74.66,94,20,3.44
296,Shahe,CN,2022-04-05 02:25:55,39.2708,113.5478,57.56,19,0,6.4
297,Porto Novo,BJ,2022-04-05 02:25:56,6.4965,2.6036,82.22,78,99,7.2
298,San Quintin,MX,2022-04-05 02:25:56,30.4833,-115.95,60.44,83,7,11.05
299,Buala,SB,2022-04-05 02:25:57,-8.145,159.5921,80.8,86,100,12.59
300,Kodiak,US,2022-04-05 02:22:42,57.79,-152.4072,38.71,48,75,11.5
301,Ostrovnoy,RU,2022-04-05 02:25:58,68.0531,39.5131,12.67,95,72,10.58
302,Avera,US,2022-04-05 02:25:58,33.194,-82.5271,58.51,54,77,4.36
303,Kieta,PG,2022-04-05 02:25:59,-6.2167,155.6333,83.61,81,100,8.39
304,Ibimirim,BR,2022-04-05 02:25:59,-8.5406,-37.6903,70.59,78,3,7.23
305,Buraydah,SA,2022-04-05 02:26:00,26.326,43.975,72.05,14,99,8.21
306,Hasaki,JP,2022-04-05 02:25:12,35.7333,140.8333,52.2,81,100,21.39
307,Bichura,RU,2022-04-05 02:26:00,50.5881,107.6022,29.08,52,4,1.81
308,Mitsamiouli,KM,2022-04-05 02:26:01,-11.3847,43.2844,81.37,76,2,5.5
309,Hofn,IS,2022-04-05 02:26:01,64.2539,-15.2082,27.52,60,100,13.62
310,Chipinge,ZW,2022-04-05 02:26:02,-20.1883,32.6236,62.89,93,15,2.48
311,San Cristobal,VE,2022-04-05 02:26:03,7.7669,-72.225,73.58,85,28,2.53
312,Yablonovo,RU,2022-04-05 02:27:03,50.8523,37.3574,30.54,74,11,7.61
313,Ogaminana,NG,2022-04-05 02:27:04,7.5946,6.2248,76.93,82,100,7.11
314,La Rioja,ES,2022-04-05 02:27:04,42.25,-2.5,22.78,88,56,3.38
315,Maragogi,BR,2022-04-05 02:25:28,-9.0122,-35.2225,77.31,78,7,3.94
316,Portland,US,2022-04-05 02:26:44,45.5234,-122.6762,46.45,82,20,12.66
317,Mansa,IN,2022-04-05 02:27:05,29.9833,75.3833,78.58,9,32,2.53
318,Langfang,CN,2022-04-05 02:27:06,39.5097,116.6947,70.72,22,0,15.41
319,Grenfell,AU,2022-04-05 02:27:07,-33.9,148.1667,72.32,36,0,6.51
320,Waipawa,NZ,2022-04-05 02:27:07,-41.4122,175.5153,66.09,71,100,15.61
321,Tura,IN,2022-04-05 02:27:08,25.5198,90.2201,74.39,82,85,6.89
322,Guerrero Negro,MX,2022-04-05 02:27:09,27.9769,-114.0611,60.39,80,0,18.05
323,North Platte,US,2022-04-05 02:27:09,41.1239,-100.7654,58.12,30,100,15.99
324,Mahebourg,MU,2022-04-05 02:27:10,-20.4081,57.7,77.29,94,75,10.36
325,Pevek,RU,2022-04-05 02:27:11,69.7008,170.3133,-8.03,90,68,2.77
326,Narsaq,GL,2022-04-05 02:27:11,60.9167,-46.05,46.62,76,100,4.45
327,Talnakh,RU,2022-04-05 02:27:12,69.4865,88.3972,3.65,82,34,9.46
328,Mar Del Plata,AR,2022-04-05 02:27:12,-38.0023,-57.5575,61.88,74,0,3.0
329,Panama City,PA,2022-04-05 02:27:13,8.9936,-79.5197,80.44,89,40,2.3
330,Loreto,MX,2022-04-05 02:27:13,22.2667,-101.9667,67.69,14,70,16.96
331,Chapais,CA,2022-04-05 02:27:14,49.7834,-74.8492,22.78,95,22,2.91
332,Flinders,AU,2022-04-05 02:27:14,-34.5833,150.8552,79.18,62,1,4.0
333,San Vicente,AR,2022-04-05 02:27:15,-26.6167,-54.1333,64.26,100,34,1.16
334,Butterworth,MY,2022-04-05 02:27:16,5.3991,100.3638,82.44,86,20,4.61
335,Byron Bay,AU,2022-04-05 02:27:16,-28.65,153.6167,82.94,66,0,4.32
336,Sampang,ID,2022-04-05 02:27:17,-7.1872,113.2394,82.69,72,43,3.4
337,Kemise,ET,2022-04-05 02:27:17,10.7167,39.8667,65.35,38,38,6.13
338,Nome,US,2022-04-05 02:27:18,64.5011,-165.4064,17.67,45,0,14.97
339,Abu Dhabi,AE,2022-04-05 02:27:16,24.4667,54.3667,73.96,95,0,2.3
340,Dakar,SN,2022-04-05 02:25:17,14.6937,-17.4441,65.28,87,0,16.82
341,Marihatag,PH,2022-04-05 02:27:19,8.7936,126.2969,78.73,91,100,8.32
342,Meulaboh,ID,2022-04-05 02:27:20,4.1363,96.1285,78.91,80,98,3.22
343,Whitehorse,CA,2022-04-05 02:27:20,60.7161,-135.0538,39.09,41,40,13.8
344,Kifri,IQ,2022-04-05 02:27:21,34.6959,44.9661,66.04,31,94,5.79
345,Urmary,RU,2022-04-05 02:27:22,55.6789,47.944,18.57,93,98,8.59
346,Asfi,MA,2022-04-05 02:27:22,32.2994,-9.2372,56.7,63,51,15.82
347,Knyaze-Volkonskoye,RU,2022-04-05 02:27:23,48.4642,135.4567,53.94,60,99,16.46
348,Mattru,SL,2022-04-05 02:27:23,7.6244,-11.8332,75.36,82,83,2.73
349,Qui Nhon,VN,2022-04-05 02:27:24,13.7667,109.2333,73.67,88,100,15.17
350,Litovko,RU,2022-04-05 02:27:24,49.2361,135.1742,36.82,96,100,4.88
351,Fuengirola,ES,2022-04-05 02:27:25,36.54,-4.6247,53.6,94,75,3.44
352,Coquimbo,CL,2022-04-05 02:27:25,-29.9533,-71.3436,56.93,88,0,5.75
353,Fairlie,GB,2022-04-05 02:27:25,55.756,-4.8556,50.4,92,100,20.15
354,Dandong,CN,2022-04-05 02:27:26,40.1292,124.3947,48.07,70,54,8.86
355,Grand Gaube,MU,2022-04-05 02:27:26,-20.0064,57.6608,77.4,87,27,1.99
356,Usinsk,RU,2022-04-05 02:27:27,65.9939,57.5281,-6.88,100,100,1.61
357,Lae,PG,2022-04-05 02:28:27,-6.7221,146.9847,90.27,54,39,4.41
358,Clearlake,US,2022-04-05 02:28:28,38.9582,-122.6264,59.23,69,98,7.45
359,Aswan,EG,2022-04-05 02:28:29,24.0934,32.907,78.1,16,0,9.22
360,Edd,ER,2022-04-05 02:28:29,13.9297,41.6925,85.33,36,1,7.85
361,Port Blair,IN,2022-04-05 02:28:29,11.6667,92.75,80.64,89,40,2.3
362,Husavik,IS,2022-04-05 02:28:30,66.0449,-17.3389,22.93,91,100,7.54
363,Guthrie,US,2022-04-05 02:28:31,35.8789,-97.4253,57.87,94,100,4.61
364,Chiang Khong,TH,2022-04-05 02:28:31,20.2613,100.4046,81.59,53,6,1.34
365,Esperance,AU,2022-04-05 02:28:32,-33.8667,121.9,66.04,64,53,13.18
366,Robertsport,LR,2022-04-05 02:28:32,6.7533,-11.3686,77.88,80,100,0.51
367,Minsk,BY,2022-04-05 02:28:32,53.9,27.5667,33.55,76,100,21.36
368,Falam,MM,2022-04-05 02:28:33,22.9167,93.6833,74.88,29,3,1.5
369,Belica,BG,2022-04-05 02:28:33,41.9569,23.5725,35.92,97,100,0.72
370,Tadine,NC,2022-04-05 02:28:34,-21.55,167.8833,83.05,76,100,12.46
371,Terra Rica,BR,2022-04-05 02:28:34,-22.7094,-52.6169,69.73,80,43,3.76
372,Raudeberg,NO,2022-04-05 02:28:35,61.9875,5.1352,30.87,94,100,12.77
373,Longyearbyen,SJ,2022-04-05 02:28:35,78.2186,15.6401,10.24,61,20,14.97
374,Bam,IR,2022-04-05 02:28:36,29.106,58.357,71.91,13,0,8.12
375,Tsalka,GE,2022-04-05 02:28:36,41.5946,44.0891,31.35,76,96,2.93
376,Oriximina,BR,2022-04-05 02:28:37,-1.7656,-55.8661,74.37,96,99,1.74
377,Joura,IN,2022-04-05 02:28:37,26.3411,77.8115,83.84,7,5,2.39
378,Mao,ES,2022-04-05 02:28:37,39.8885,4.2658,52.36,71,20,13.8
379,Chesma,RU,2022-04-05 02:28:38,53.8111,60.6533,37.42,80,100,12.93
380,Pauini,BR,2022-04-05 02:28:38,-7.7136,-66.9764,74.71,86,57,1.28
381,Colares,PT,2022-04-05 02:28:39,38.7992,-9.4469,56.28,47,100,15.99
382,Yatou,CN,2022-04-05 02:28:39,37.15,122.3833,54.55,61,100,20.45
383,Esna,EG,2022-04-05 02:28:40,25.2934,32.554,73.42,14,0,1.28
384,Araouane,ML,2022-04-05 02:28:40,18.9048,-3.5265,82.65,13,0,10.27
385,La Ronge,CA,2022-04-05 02:28:41,55.1001,-105.2842,39.45,60,20,18.41
386,Ebetsu,JP,2022-04-05 02:28:41,43.1081,141.5506,57.11,35,20,13.8
387,Chingola,ZM,2022-04-05 02:28:41,-12.529,27.8838,59.77,96,66,1.36
388,Sergeyevka,KZ,2022-04-05 02:28:42,53.88,67.4158,41.49,84,100,12.19
389,Peniche,PT,2022-04-05 02:28:42,39.3558,-9.3811,51.93,60,100,13.38
390,Egvekinot,RU,2022-04-05 02:25:12,66.3167,-179.1667,-5.1,82,21,15.48
391,Mus,TR,2022-04-05 02:28:43,39.0,41.75,28.42,94,95,4.38
392,Sept-Iles,CA,2022-04-05 02:28:44,50.2001,-66.3821,30.63,46,0,8.05
393,Hovd,MN,2022-04-05 02:28:44,48.0056,91.6419,47.86,23,16,4.07
394,Najran,SA,2022-04-05 02:28:45,17.4924,44.1277,59.65,12,0,2.66
395,Gambela,ET,2022-04-05 02:28:45,8.25,34.5833,77.88,61,92,4.83
396,Wolfeboro,US,2022-04-05 02:28:45,43.584,-71.2073,44.46,40,0,3.44
397,Naze,JP,2022-04-05 02:28:46,28.3667,129.4833,65.32,49,6,5.57
398,Namatanai,PG,2022-04-05 02:28:46,-3.6667,152.4333,85.24,70,88,12.35
399,Ulladulla,AU,2022-04-05 02:28:47,-35.35,150.4667,75.78,68,46,5.48
400,Aitape,PG,2022-04-05 02:28:47,-3.1374,142.3475,80.96,79,100,0.76
401,Bambous Virieux,MU,2022-04-05 02:28:48,-20.3428,57.7575,77.25,94,75,10.36
402,Mayor Pablo Lagerenza,PY,2022-04-05 02:28:48,-19.9309,-60.7718,79.39,60,58,4.12
403,Isabela,PH,2022-04-05 02:28:49,6.7085,121.9711,86.05,71,100,0.36
404,Bandarbeyla,SO,2022-04-05 02:28:49,9.4942,50.8122,76.06,78,44,4.0
405,Vila Velha,BR,2022-04-05 02:25:56,-20.3297,-40.2925,76.95,93,20,2.3
406,Mnogovershinnyy,RU,2022-04-05 02:29:50,53.9353,139.9242,27.84,55,100,3.18
407,Caravelas,BR,2022-04-05 02:29:50,-17.7125,-39.2481,75.96,81,0,3.6
408,Alakurtti,RU,2022-04-05 02:29:51,66.9672,30.3491,24.3,95,100,13.29
409,Poya,NC,2022-04-05 02:29:51,-21.35,165.15,82.0,74,100,7.76
410,Ilulissat,GL,2022-04-05 02:29:52,69.2167,-51.1,28.42,74,55,3.44
411,Manaus,BR,2022-04-05 02:25:10,-3.1019,-60.025,79.3,89,0,4.61
412,Constitucion,CL,2022-04-05 02:29:53,-35.3333,-72.4167,55.89,63,0,9.44
413,Pochutla,MX,2022-04-05 02:29:53,15.7432,-96.4661,79.83,68,0,6.53
414,Tshane,BW,2022-04-05 02:29:54,-24.0196,21.8684,66.51,49,4,0.51
415,Amboise,FR,2022-04-05 02:29:54,47.4125,0.9827,45.14,85,100,10.36
416,Saryagash,KZ,2022-04-05 02:29:55,41.4511,69.1701,58.96,38,0,8.25
417,Oranjemund,NA,2022-04-05 02:29:55,-28.55,16.4333,58.68,85,0,4.38
418,Fort Nelson,CA,2022-04-05 02:29:55,58.8053,-122.7002,36.99,56,40,11.5
419,Koumac,NC,2022-04-05 02:29:56,-20.5667,164.2833,80.55,81,100,10.07
420,Warrington,GB,2022-04-05 02:29:56,53.3925,-2.5802,51.46,92,100,24.16
421,Katobu,ID,2022-04-05 02:29:57,-4.9408,122.5276,85.91,59,100,2.35
422,Panaba,MX,2022-04-05 02:29:58,21.2833,-88.2667,79.45,61,0,17.07
423,Rongcheng,CN,2022-04-05 02:29:58,30.634,117.8517,65.57,53,100,3.13
424,Conakry,GN,2022-04-05 02:29:41,9.538,-13.6773,76.91,77,99,6.04
425,Dauphin,CA,2022-04-05 02:29:59,51.1494,-100.0502,37.54,93,0,19.57
426,Lake Cowichan,CA,2022-04-05 02:29:59,48.825,-124.0546,42.58,98,93,15.39
427,Padang,ID,2022-04-05 02:30:00,-0.9492,100.3543,82.45,64,25,2.55
428,Sakaiminato,JP,2022-04-05 02:25:23,35.55,133.2333,60.73,12,75,2.3
429,Parabel,RU,2022-04-05 02:30:01,58.6978,81.4825,36.25,96,100,8.03
430,Cockburn Town,TC,2022-04-05 02:30:02,21.4612,-71.1419,77.9,81,0,16.08
431,Carora,VE,2022-04-05 02:30:03,10.1755,-70.0827,79.52,65,96,9.86
432,Kavieng,PG,2022-04-05 02:30:04,-2.5744,150.7967,83.35,75,100,9.75
433,Jabinyanah,TN,2022-04-05 02:30:05,35.035,10.9081,60.6,87,100,12.12
434,Coihaique,CL,2022-04-05 02:30:07,-45.5752,-72.0662,52.41,82,75,6.91
435,Luzhou,CN,2022-04-05 02:30:09,28.8724,105.4405,64.02,72,96,1.88
436,Adwa,ET,2022-04-05 02:30:10,14.1646,38.8955,63.01,34,32,4.72
437,Nador,MA,2022-04-05 02:30:10,35.174,-2.9287,55.65,88,75,23.02
438,Nuuk,GL,2022-04-05 02:30:11,64.1835,-51.7216,21.72,92,100,3.09
439,Gashua,NG,2022-04-05 02:30:12,12.871,11.0482,82.87,10,95,7.54
440,Santa,PH,2022-04-05 02:30:12,17.486,120.4348,83.01,89,50,6.58
441,Chojnice,PL,2022-04-05 02:30:13,53.6955,17.557,37.22,77,100,18.77
442,Vawkavysk,BY,2022-04-05 02:30:14,53.1561,24.4513,33.13,97,100,21.99
443,Saint Anthony,US,2022-04-05 02:30:15,45.0205,-93.218,40.71,77,0,11.5
444,Kirakira,SB,2022-04-05 02:30:16,-10.4544,161.9205,80.92,87,100,14.03
445,Miamisburg,US,2022-04-05 02:25:41,39.6428,-84.2866,53.26,71,0,8.05
446,Beyneu,KZ,2022-04-05 02:30:17,45.3167,55.2,48.22,66,6,14.0
447,Quesnel,CA,2022-04-05 02:30:18,52.9999,-122.5029,45.1,42,100,5.75
448,Houston,US,2022-04-05 02:27:06,29.7633,-95.3633,72.34,90,100,9.22
449,Epe,NG,2022-04-05 02:31:18,6.5841,3.9834,78.94,86,62,4.88
450,Port Hardy,CA,2022-04-05 02:30:31,50.6996,-127.4199,44.6,93,75,9.22
451,Iglino,RU,2022-04-05 02:31:20,54.8324,56.4126,35.69,95,99,17.49
452,Chicama,PE,2022-04-05 02:31:20,-7.8447,-79.1469,63.14,79,39,5.84
453,Mwinilunga,ZM,2022-04-05 02:31:21,-11.7358,24.4293,60.71,97,76,2.35
454,Whitley Bay,GB,2022-04-05 02:31:21,55.0397,-1.4471,50.81,98,100,2.3
455,Ballina,AU,2022-04-05 02:31:22,-28.8667,153.5667,83.79,73,1,10.36
456,Vega De Alatorre,MX,2022-04-05 02:31:22,20.0333,-96.6333,78.19,82,5,12.37
457,Kasempa,ZM,2022-04-05 02:31:23,-13.4584,25.8338,62.89,87,92,2.15
458,Marstal,DK,2022-04-05 02:31:23,54.8562,10.5173,39.11,72,14,27.94
459,Vila,PT,2022-04-05 02:31:24,42.0304,-8.1588,31.08,81,81,4.88
460,Isla Vista,US,2022-04-05 02:31:25,34.4133,-119.861,71.78,58,0,3.44
461,Tibati,CM,2022-04-05 02:31:25,6.4667,12.6333,68.52,84,87,1.54
462,Uaua,BR,2022-04-05 02:31:26,-9.8414,-39.4817,71.6,71,50,8.39
463,Salta,AR,2022-04-05 02:31:26,-24.7859,-65.4117,63.57,78,75,4.61
464,Sal Rei,CV,2022-04-05 02:31:26,16.1833,-22.9167,69.19,74,20,11.39
465,Przhevalskoye,RU,2022-04-05 02:31:27,55.5093,31.8482,30.49,89,100,13.35
466,Wiang Sa,TH,2022-04-05 02:31:27,8.6359,99.3666,75.56,94,100,1.36
467,Grindavik,IS,2022-04-05 02:31:28,63.8424,-22.4338,28.9,93,100,23.02
468,Baturaja,ID,2022-04-05 02:31:28,-4.1333,104.1667,82.9,76,56,1.43
469,Boyabat,TR,2022-04-05 02:31:29,41.4689,34.7667,47.43,82,100,2.37
470,Teguldet,RU,2022-04-05 02:31:29,57.3064,88.1667,37.33,96,100,7.67
471,Weligama,LK,2022-04-05 02:31:30,5.9667,80.4167,79.93,77,96,1.99
472,Kokkola,FI,2022-04-05 02:31:31,63.8385,23.1307,24.96,90,75,14.97
473,Hervey Bay,AU,2022-04-05 02:31:31,-25.2986,152.8535,83.01,63,0,8.99
474,Amnat Charoen,TH,2022-04-05 02:31:31,15.9167,104.75,78.87,57,15,16.67
475,San Rafael,AR,2022-04-05 02:31:32,-34.6177,-68.3301,60.84,32,0,8.1
476,Maarianhamina,AX,2022-04-05 02:31:32,60.0973,19.9348,30.06,86,100,21.85
477,Leninsk,RU,2022-04-05 02:31:33,48.7119,45.1994,37.56,73,100,6.76
478,Dunedin,NZ,2022-04-05 02:31:33,-45.8742,170.5036,61.81,89,100,5.99
479,Vao,NC,2022-04-05 02:31:34,-22.6667,167.4833,78.82,85,100,13.67
480,Rumoi,JP,2022-04-05 02:31:34,43.9344,141.6428,51.76,56,0,5.59
481,Abilene,US,2022-04-05 02:31:35,32.4487,-99.7331,65.08,88,100,5.75
482,Cidreira,BR,2022-04-05 02:31:35,-30.1811,-50.2056,68.32,87,64,7.56
483,Jawhar,SO,2022-04-05 02:31:36,2.7809,45.5005,76.15,86,8,6.38
484,Gillette,US,2022-04-05 02:30:08,44.2911,-105.5022,52.72,36,40,24.0
485,Bavly,RU,2022-04-05 02:31:37,54.393,53.2602,28.38,90,97,16.11
486,Guiyang,CN,2022-04-05 02:31:37,26.5833,106.7167,55.89,71,75,6.71
487,Aleksandrov Gay,RU,2022-04-05 02:31:37,50.147,48.5704,32.9,87,22,10.13
488,Broken Hill,AU,2022-04-05 02:31:38,-31.95,141.4333,78.51,27,0,3.44
489,Tutoia,BR,2022-04-05 02:31:39,-2.7619,-42.2744,75.36,95,100,5.93
490,Toledo,ES,2022-04-05 02:31:26,39.8333,-4.0,39.13,72,100,8.72
491,Road Town,VG,2022-04-05 02:31:39,18.4167,-64.6167,78.84,73,40,9.22
492,Carutapera,BR,2022-04-05 02:31:40,-1.195,-46.02,75.69,93,100,2.91
493,Sabha,LY,2022-04-05 02:31:40,27.0377,14.4283,79.47,6,0,8.81
494,Castro Daire,PT,2022-04-05 02:31:40,40.8984,-7.9338,34.41,68,64,6.76
495,Harper,LR,2022-04-05 02:32:41,4.375,-7.7169,80.02,87,100,7.58
496,Rodrigues Alves,BR,2022-04-05 02:32:41,-7.738,-72.6509,72.68,84,5,0.67
497,Yantarnyy,RU,2022-04-05 02:32:42,54.8717,19.9381,39.74,94,100,28.12
498,Verkhoyansk,RU,2022-04-05 02:32:42,67.5447,133.385,5.83,80,89,3.49
499,Bathsheba,BB,2022-04-05 02:32:43,13.2167,-59.5167,79.41,69,40,18.41
500,Sampit,ID,2022-04-05 02:32:43,-2.5333,112.95,84.52,75,76,2.04
501,Belmonte,BR,2022-04-05 02:32:44,-15.8631,-38.8828,78.12,80,43,5.12
502,Haapiti,PF,2022-04-05 02:32:44,-17.5667,-149.8667,87.53,73,12,14.83
503,Winnemucca,US,2022-04-05 02:30:23,40.973,-117.7357,60.85,39,100,23.02
504,Buritis,BR,2022-04-05 02:32:45,-15.6178,-46.4233,68.74,60,0,1.32
505,Homer,US,2022-04-05 02:30:13,59.6425,-151.5483,37.27,79,100,11.01
506,Baldeogarh,IN,2022-04-05 02:32:46,24.755,79.0681,90.88,8,0,5.75
507,Canatlan,MX,2022-04-05 02:32:47,24.5167,-104.7833,56.43,33,91,7.78
508,Maiduguri,NG,2022-04-05 02:32:48,11.8464,13.1603,81.3,11,88,5.19
509,Vestmanna,FO,2022-04-05 02:32:49,62.1564,-7.1664,29.32,80,100,5.75
510,Togur,RU,2022-04-05 02:32:51,58.3631,82.8265,34.95,98,100,8.68
511,Ust-Nera,RU,2022-04-05 02:32:51,64.5667,143.2,11.25,86,94,6.53
512,Andros Town,BS,2022-04-05 02:32:52,24.7,-77.7667,76.96,78,0,12.62
513,Henties Bay,NA,2022-04-05 02:32:52,-22.116,14.2845,60.12,86,0,6.06
514,Whangamata,NZ,2022-04-05 02:32:53,-37.2,175.8667,71.02,71,100,9.26
515,Anori,BR,2022-04-05 02:32:53,-3.7728,-61.6442,73.51,99,100,3.78
516,Axim,GH,2022-04-05 02:32:54,4.8699,-2.2405,80.02,86,100,7.43
517,Necochea,AR,2022-04-05 02:32:55,-38.5473,-58.7368,52.32,69,56,9.64
518,Maniitsoq,GL,2022-04-05 02:32:55,65.4167,-52.9,24.04,84,61,3.6
519,Zaraza,VE,2022-04-05 02:32:56,9.3503,-65.3245,79.39,67,44,8.52
520,Fare,PF,2022-04-05 02:32:56,-16.7,-151.0167,82.92,74,70,17.34
521,Hobyo,SO,2022-04-05 02:32:57,5.3505,48.5268,80.4,75,6,9.06
522,Katherine,AU,2022-04-05 02:32:58,-14.4667,132.2667,91.72,49,40,9.22
523,Kostino,RU,2022-04-05 02:32:58,58.9097,53.2691,22.68,95,100,9.95
524,Sao Miguel Do Araguaia,BR,2022-04-05 02:32:59,-13.275,-50.1628,73.83,77,24,1.3
525,Beringovskiy,RU,2022-04-05 02:32:59,63.05,179.3167,-0.71,82,59,16.62
526,Guanare,VE,2022-04-05 02:33:00,9.0418,-69.7421,89.62,51,100,2.3
527,Flin Flon,CA,2022-04-05 02:33:00,54.7682,-101.865,28.94,88,65,13.87
528,Haines Junction,CA,2022-04-05 02:33:01,60.7522,-137.5108,37.35,44,27,11.5
529,Goundi,TD,2022-04-05 02:33:01,9.3627,17.366,83.23,49,85,6.44
530,Richards Bay,ZA,2022-04-05 02:33:02,-28.783,32.0377,68.9,85,3,6.53
531,Chokurdakh,RU,2022-04-05 02:33:02,70.6333,147.9167,-5.91,91,15,10.07
532,Launceston,AU,2022-04-05 02:33:03,-41.45,147.1667,66.79,62,40,14.97
533,Kapoeta,SS,2022-04-05 02:33:03,4.7717,33.5903,80.29,49,80,5.68
534,Indian Head,US,2022-04-05 02:33:04,38.6001,-77.1622,53.49,53,100,8.05
535,Madimba,TZ,2022-04-05 02:33:04,-10.4,40.3333,75.13,90,5,4.14
536,Gogrial,SS,2022-04-05 02:33:05,8.5332,28.1004,81.41,50,14,5.26
537,Jumla,NP,2022-04-05 02:33:05,29.2747,82.1838,64.49,20,4,1.99
538,Pacific Grove,US,2022-04-05 02:33:06,36.6177,-121.9166,65.55,86,75,6.91
539,Saverne,FR,2022-04-05 02:33:06,48.8333,7.25,43.34,91,100,17.27
540,Ayni,TJ,2022-04-05 02:33:07,39.3941,68.5377,54.5,30,0,6.11
541,Maceio,BR,2022-04-05 02:33:07,-9.6658,-35.7353,76.44,83,20,3.44
542,Pekan,MY,2022-04-05 02:34:08,3.4836,103.3996,75.31,76,99,5.55
543,Pinsk,BY,2022-04-05 02:34:08,52.1229,26.0951,31.78,94,100,19.48
544,Bisho,ZA,2022-04-05 02:34:09,-32.8472,27.4422,54.82,90,0,3.87
545,Thompson,CA,2022-04-05 02:34:09,55.7435,-97.8558,35.76,51,0,3.44
546,Estevan,CA,2022-04-05 02:34:10,49.1334,-102.9842,52.14,46,75,12.57
547,Gornopravdinsk,RU,2022-04-05 02:34:10,60.05,69.9,35.76,100,100,5.95
548,Zheleznodorozhnyy,RU,2022-04-05 02:34:11,55.7503,38.0042,32.41,93,23,7.07
549,Ossora,RU,2022-04-05 02:34:11,59.2353,163.0719,24.82,72,24,2.55
550,Semey,KZ,2022-04-05 02:34:12,50.4111,80.2275,39.42,81,0,8.95
551,Sullana,PE,2022-04-05 02:34:12,-4.9039,-80.6853,76.19,64,86,9.01
552,Saint-Pierre,RE,2022-04-05 02:34:13,-21.3393,55.4781,75.29,83,75,4.61
553,Biltine,TD,2022-04-05 02:34:14,14.5333,20.9167,82.18,11,10,8.93
554,Knysna,ZA,2022-04-05 02:34:14,-34.0363,23.0471,60.06,88,9,4.34
555,Aktau,KZ,2022-04-05 02:34:15,43.65,51.2,41.58,78,35,6.87
556,Vanimo,PG,2022-04-05 02:34:15,-2.6741,141.3028,85.35,65,99,1.97
557,Severobaykalsk,RU,2022-04-05 02:30:10,55.65,109.3167,15.01,80,28,1.57
558,Roebourne,AU,2022-04-05 02:34:16,-20.7833,117.1333,94.24,33,0,1.74
559,Marion,US,2022-04-05 02:34:17,39.7684,-86.1555,53.98,73,40,12.66
560,Chissamba,AO,2022-04-05 02:34:17,-12.1667,17.3333,60.67,97,59,1.99
561,Johi,PK,2022-04-05 02:34:18,26.6921,67.6133,89.26,20,7,5.23
562,Gumia,IN,2022-04-05 02:34:18,23.7833,85.8167,92.08,9,1,4.09
